lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
apodera,26326,he empowers; she empowers; it empowers,you empower,you empower,verb,suspicious_verb,suspicious_verb,2,True
asistimos,26328,we attended,,we attended,verb,suspicious_verb,suspicious_verb,2,False
demuéstralo,26332,you show,,you show,verb,suspicious_verb,suspicious_verb,2,False
deshonrado,26333,dishonored,,dishonored,verb,suspicious_verb,suspicious_verb,2,False
kimono,26341,,,,,blank,blank,2,False
mean,26343,they piss,,they piss,verb,suspicious_verb,suspicious_verb,2,False
odessa,26345,,,,,blank,blank,2,False
comic,26353,,,,,blank,blank,2,False
destacaba,26354,I emphasized,,I emphasized,verb,suspicious_verb,suspicious_verb,2,False
garay,26357,,,,,blank,blank,2,False
guernica,26358,,,,,blank,blank,2,False
kepler,26360,,,,,blank,blank,2,False
mencionaba,26362,I mentioned,,I mentioned,verb,suspicious_verb,suspicious_verb,2,False
reparando,26365,noticing,,noticing,verb,suspicious_verb,suspicious_verb,2,False
resbala,26366,he slips; she slips; it slips,you slip,you slip,verb,suspicious_verb,suspicious_verb,2,True
rosaura,26367,,,,,blank,blank,2,False
aída,26372,,,,,blank,blank,2,False
compartieron,26374,they shared,,they shared,verb,suspicious_verb,suspicious_verb,2,False
crowe,26378,,,,,blank,blank,2,False
despegó,26379,he detached; she detached; it detached,,he detached; she detached; it detached,verb,suspicious_verb,suspicious_verb,2,False
entiéndelo,26381,you understand,,you understand,verb,suspicious_verb,suspicious_verb,2,False
juntado,26385,combined,,combined,verb,suspicious_verb,suspicious_verb,2,False
paraliza,26389,he paralyzes; she paralyzes; it paralyzes,you paralyze,you paralyze,verb,suspicious_verb,suspicious_verb,2,True
valoran,26397,they value,,they value,verb,suspicious_verb,suspicious_verb,2,False
yacen,26398,they lie,,they lie,verb,suspicious_verb,suspicious_verb,2,False
regidor,26410,,,,,blank,blank,2,False
terminaban,26413,they finished,,they finished,verb,suspicious_verb,suspicious_verb,2,False
vayanse,26416,,,,,blank,blank,2,False
arrastraron,26418,they draged,,they draged,verb,suspicious_verb,suspicious_verb,2,False
impersonal,26425,,,,,blank,blank,2,False
metían,26428,they put in,,they put in,verb,suspicious_verb,suspicious_verb,2,False
penthouse,26431,,,,,blank,blank,2,False
rajoy,26433,,,,,blank,blank,2,False
vigilo,26438,I watch over,,I watch over,verb,suspicious_verb,suspicious_verb,2,False
viéndose,26439,seeing,,seeing,verb,suspicious_verb,suspicious_verb,2,False
adornado,26441,adorned,,adorned,verb,suspicious_verb,suspicious_verb,2,False
bloqueó,26442,he blocked; she blocked; it blocked,,he blocked; she blocked; it blocked,verb,suspicious_verb,suspicious_verb,2,False
jordán,26450,,,,,blank,blank,2,False
borrando,26457,erasing or delete,,erasing or delete,verb,suspicious_verb,suspicious_verb,2,False
comunicaba,26460,I communicated,,I communicated,verb,suspicious_verb,suspicious_verb,2,False
flotaba,26462,I floated,,I floated,verb,suspicious_verb,suspicious_verb,2,False
flotan,26463,they float,,they float,verb,suspicious_verb,suspicious_verb,2,False
rosy,26474,,,,,blank,blank,2,False
traicionando,26478,betraying,,betraying,verb,suspicious_verb,suspicious_verb,2,False
diagnosticaron,26482,they diagnosed,,they diagnosed,verb,suspicious_verb,suspicious_verb,2,False
girado,26485,turned,,turned,verb,suspicious_verb,suspicious_verb,2,False
talia,26493,,,,,blank,blank,2,False
aprietas,26495,you squeeze,,you squeeze,verb,suspicious_verb,suspicious_verb,2,False
birmania,26496,,,,,blank,blank,2,False
cardiovasculares,26498,,,,,blank,blank,2,False
libero,26505,I liberate,,I liberate,verb,suspicious_verb,suspicious_verb,2,False
meado,26507,pissed,,pissed,verb,suspicious_verb,suspicious_verb,2,False
minado,26508,saped,,saped,verb,suspicious_verb,suspicious_verb,2,False
perez,26510,,,,,blank,blank,2,False
salvan,26513,they save,,they save,verb,suspicious_verb,suspicious_verb,2,False
surgía,26514,I arised,,I arised,verb,suspicious_verb,suspicious_verb,2,False
ubaldo,26517,,,,,blank,blank,2,False
villancicos,26518,,,,,blank,blank,2,False
alessandro,26519,,,,,blank,blank,2,False
apestaba,26520,I stinked,,I stinked,verb,suspicious_verb,suspicious_verb,2,False
asustaron,26521,they scared,,they scared,verb,suspicious_verb,suspicious_verb,2,False
clooney,26523,,,,,blank,blank,2,False
desempeñó,26524,he holded; she holded; it holded,,he holded; she holded; it holded,verb,suspicious_verb,suspicious_verb,2,False
déjalas,26527,you leave,,you leave,verb,suspicious_verb,suspicious_verb,2,False
jodí,26531,I annoyed,,I annoyed,verb,suspicious_verb,suspicious_verb,2,False
revolviendo,26535,stiring,,stiring,verb,suspicious_verb,suspicious_verb,2,False
sorprenden,26536,they surprise,,they surprise,verb,suspicious_verb,suspicious_verb,2,False
campeche,26538,,,,,blank,blank,2,False
hold,26551,,,,,blank,blank,2,False
instaladas,26553,,,,,blank,blank,2,False
miralo,26554,,,,,blank,blank,2,False
nati,26556,,,,,blank,blank,2,False
nylon,26557,,,,,blank,blank,2,False
recogemos,26560,we collect,,we collect,verb,suspicious_verb,suspicious_verb,2,False
resultas,26562,you result,,you result,verb,suspicious_verb,suspicious_verb,2,False
siéntase,26563,he feels; she feels; it feels,,he feels; she feels; it feels,verb,suspicious_verb,suspicious_verb,2,False
cocktail,26569,,,,,blank,blank,2,False
decepciona,26572,he disappoints; she disappoints; it disappoints,you disappoint,you disappoint,verb,suspicious_verb,suspicious_verb,2,True
dela,26573,he gives; she gives; it gives,,he gives; she gives; it gives,verb,suspicious_verb,suspicious_verb,2,False
enferman,26575,they make ill,,they make ill,verb,suspicious_verb,suspicious_verb,2,False
luchaban,26577,they fighted,,they fighted,verb,suspicious_verb,suspicious_verb,2,False
muramos,26579,we die,,we die,verb,suspicious_verb,suspicious_verb,2,False
orinando,26580,urinating,,urinating,verb,suspicious_verb,suspicious_verb,2,False
pedales,26582,,,,,blank,blank,2,False
sobreviviste,26586,you survived,,you survived,verb,suspicious_verb,suspicious_verb,2,False
soportó,26587,he beared; she beared; it beared,,he beared; she beared; it beared,verb,suspicious_verb,suspicious_verb,2,False
actualizada,26589,,,,,blank,blank,2,False
llenará,26597,,,,,blank,blank,2,False
nepal,26599,,,,,blank,blank,2,False
presentable,26602,,,,,blank,blank,2,False
concello,26619,,Small administrative division in Galicia,Small administrative division in Galicia,noun,blank,,2,True
fatigado,26629,fatigued,,fatigued,verb,suspicious_verb,suspicious_verb,2,False
herí,26632,I wounded,you wound,you wound,verb,suspicious_verb,suspicious_verb,2,True
hormonales,26633,,you undergo hormone therapy,you undergo hormone therapy,verb,blank,suspicious_verb,2,True
huimos,26634,we fleed,,we fleed,verb,suspicious_verb,suspicious_verb,2,False
impactado,26635,impacted,,impacted,verb,suspicious_verb,suspicious_verb,2,False
pianos,26637,,I chirp,I chirp,verb,blank,suspicious_verb,2,True
protagonizó,26640,he stared in; she stared in; it stared in,,he stared in; she stared in; it stared in,verb,suspicious_verb,suspicious_verb,2,False
relevado,26642,taken over for,,taken over for,verb,suspicious_verb,suspicious_verb,2,False
interesaban,26653,they interested,,they interested,verb,suspicious_verb,suspicious_verb,2,False
kingston,26654,,,,,blank,blank,2,False
opta,26659,he opts; she opts; it opts,you opt,you opt,verb,suspicious_verb,suspicious_verb,2,True
vivís,26664,you live,,you live,verb,suspicious_verb,suspicious_verb,2,False
abarcan,26665,they include,,they include,verb,suspicious_verb,suspicious_verb,2,False
apretaba,26667,I squeezed,,I squeezed,verb,suspicious_verb,suspicious_verb,2,False
descargado,26675,unloaded,,unloaded,verb,suspicious_verb,suspicious_verb,2,False
enterada,26676,,,,,blank,blank,2,False
llámelo,26683,he summons; she summons; it summons,,he summons; she summons; it summons,verb,suspicious_verb,suspicious_verb,2,False
páralo,26689,,,,,blank,blank,2,False
pónganlo,26690,he puts; she puts; it puts,,he puts; she puts; it puts,verb,suspicious_verb,suspicious_verb,2,False
rutherford,26693,,,,,blank,blank,2,False
villalba,26695,,,,,blank,blank,2,False
aburría,26696,I bored,,I bored,verb,suspicious_verb,suspicious_verb,2,False
dupont,26701,,,,,blank,blank,2,False
ertzaintza,26703,,,,,blank,blank,2,False
golpeamos,26706,we hited,,we hited,verb,suspicious_verb,suspicious_verb,2,False
pilates,26712,,,,,blank,blank,2,False
pá,26713,,,,,blank,blank,2,False
risotto,26714,,,,,blank,blank,2,False
almacena,26718,he stores; she stores; it stores,you store,you store,verb,suspicious_verb,suspicious_verb,2,True
copiando,26723,copying,,copying,verb,suspicious_verb,suspicious_verb,2,False
dejabas,26724,you left,,you left,verb,suspicious_verb,suspicious_verb,2,False
demetrio,26725,,,,,blank,blank,2,False
elaboran,26726,they make,,they make,verb,suspicious_verb,suspicious_verb,2,False
enfurece,26728,he infuriates; she infuriates; it infuriates,you infuriate,you infuriate,verb,suspicious_verb,suspicious_verb,2,True
hechizado,26730,enchanted,,enchanted,verb,suspicious_verb,suspicious_verb,2,False
respiras,26734,you breathe,,you breathe,verb,suspicious_verb,suspicious_verb,2,False
villalobos,26738,,,,,blank,blank,2,False
continué,26743,I continued,,I continued,verb,suspicious_verb,suspicious_verb,2,False
divorciando,26744,divorcing,,divorcing,verb,suspicious_verb,suspicious_verb,2,False
envolvió,26745,he wraped; she wraped; it wraped,,he wraped; she wraped; it wraped,verb,suspicious_verb,suspicious_verb,2,False
fundamenta,26748,,,,,blank,blank,2,False
instalando,26749,installing,,installing,verb,suspicious_verb,suspicious_verb,2,False
madagascar,26752,,,,,blank,blank,2,False
credito,26763,,,,,blank,blank,2,False
mimí,26769,I sleeped,you sleep,you sleep,verb,suspicious_verb,suspicious_verb,2,True
preparaste,26771,you prepared,,you prepared,verb,suspicious_verb,suspicious_verb,2,False
recordaron,26773,they remembered,,they remembered,verb,suspicious_verb,suspicious_verb,2,False
arreglaba,26778,I fixed,,I fixed,verb,suspicious_verb,suspicious_verb,2,False
peleaba,26791,I fighted,,I fighted,verb,suspicious_verb,suspicious_verb,2,False
poseemos,26792,we possess,,we possess,verb,suspicious_verb,suspicious_verb,2,False
practicó,26793,he practiced; she practiced; it practiced,,he practiced; she practiced; it practiced,verb,suspicious_verb,suspicious_verb,2,False
accedí,26798,I acceded,,I acceded,verb,suspicious_verb,suspicious_verb,2,False
agredió,26799,he assaulted; she assaulted; it assaulted,,he assaulted; she assaulted; it assaulted,verb,suspicious_verb,suspicious_verb,2,False
apasiona,26800,he impassions; she impassions; it impassions,you impassion,you impassion,verb,suspicious_verb,suspicious_verb,2,True
debutó,26804,he debuted; she debuted; it debuted,,he debuted; she debuted; it debuted,verb,suspicious_verb,suspicious_verb,2,False
desmorona,26806,he erodes; she erodes; it erodes,you erode,you erode,verb,suspicious_verb,suspicious_verb,2,True
enfrenté,26808,I confronted,,I confronted,verb,suspicious_verb,suspicious_verb,2,False
pásate,26819,you pass,,you pass,verb,suspicious_verb,suspicious_verb,2,False
selena,26821,,,,,blank,blank,2,False
ubicó,26822,he positioned; she positioned; it positioned,,he positioned; she positioned; it positioned,verb,suspicious_verb,suspicious_verb,2,False
almodóvar,26826,,,,,blank,blank,2,False
aplastando,26827,crushing,,crushing,verb,suspicious_verb,suspicious_verb,2,False
begoña,26828,,,,,blank,blank,2,False
confundes,26831,you confuse,,you confuse,verb,suspicious_verb,suspicious_verb,2,False
gaste,26835,I spend,he spends; she spends; it spends,he spends; she spends; it spends,verb,suspicious_verb,suspicious_verb,2,True
influenciado,26836,influenced,,influenced,verb,suspicious_verb,suspicious_verb,2,False
macdonald,26837,,,,,blank,blank,2,False
posibilita,26839,he makes possible; she makes possible; it makes possible,you make possible,you make possible,verb,suspicious_verb,suspicious_verb,2,True
acuña,26842,he mints; she mints; it mints,you mint,you mint,verb,suspicious_verb,suspicious_verb,2,True
apuñalaron,26845,they stabed,,they stabed,verb,suspicious_verb,suspicious_verb,2,False
arruinan,26846,they ruin,,they ruin,verb,suspicious_verb,suspicious_verb,2,False
ataron,26847,they tied,,they tied,verb,suspicious_verb,suspicious_verb,2,False
ayúdalo,26849,you help,,you help,verb,suspicious_verb,suspicious_verb,2,False
binoculares,26851,,,,,blank,blank,2,False
bit,26852,,,,,blank,blank,2,False
caracterizó,26854,he characterized; she characterized; it characterized,,he characterized; she characterized; it characterized,verb,suspicious_verb,suspicious_verb,2,False
echaban,26857,they throwed,,they throwed,verb,suspicious_verb,suspicious_verb,2,False
publicamos,26868,we published,,we published,verb,suspicious_verb,suspicious_verb,2,False
vomitado,26873,vomited,,vomited,verb,suspicious_verb,suspicious_verb,2,False
coloco,26880,I place,,I place,verb,suspicious_verb,suspicious_verb,2,False
elevando,26884,elevating,,elevating,verb,suspicious_verb,suspicious_verb,2,False
nfl,26887,,,,,blank,blank,2,False
rne,26893,,,,,blank,blank,2,False
zambrano,26894,,,,,blank,blank,2,False
anote,26898,I annotate,he annotates; she annotates; it annotates,he annotates; she annotates; it annotates,verb,suspicious_verb,suspicious_verb,2,True
aportando,26899,contributing,,contributing,verb,suspicious_verb,suspicious_verb,2,False
encerraba,26904,I locked up,,I locked up,verb,suspicious_verb,suspicious_verb,2,False
escondemos,26905,we hide,,we hide,verb,suspicious_verb,suspicious_verb,2,False
fastidiando,26906,cloying,,cloying,verb,suspicious_verb,suspicious_verb,2,False
háblanos,26908,I talk,,I talk,verb,suspicious_verb,suspicious_verb,2,False
ocasionó,26912,he caused; she caused; it caused,,he caused; she caused; it caused,verb,suspicious_verb,suspicious_verb,2,False
precipitó,26915,he precipitated; she precipitated; it precipitated,,he precipitated; she precipitated; it precipitated,verb,suspicious_verb,suspicious_verb,2,False
recluido,26918,imprisoned,,imprisoned,verb,suspicious_verb,suspicious_verb,2,False
síguelo,26921,you follow,,you follow,verb,suspicious_verb,suspicious_verb,2,False
támesis,26922,,,,,blank,blank,2,False
absorben,26923,they absorb,,they absorb,verb,suspicious_verb,suspicious_verb,2,False
danubio,26927,,,,,blank,blank,2,False
evitamos,26930,we avoided,,we avoided,verb,suspicious_verb,suspicious_verb,2,False
pili,26936,,,,,blank,blank,2,False
tíbet,26940,,,,,blank,blank,2,False
yoda,26942,,,,,blank,blank,2,False
burló,26946,he outwited; she outwited; it outwited,,he outwited; she outwited; it outwited,verb,suspicious_verb,suspicious_verb,2,False
danilo,26950,,,,,blank,blank,2,False
deletrea,26952,he spells; she spells; it spells,you spell,you spell,verb,suspicious_verb,suspicious_verb,2,True
destina,26955,he appoints; she appoints; it appoints,you appoint,you appoint,verb,suspicious_verb,suspicious_verb,2,True
estaciona,26956,he parks; she parks; it parks,you park,you park,verb,suspicious_verb,suspicious_verb,2,True
gangster,26958,,,,,blank,blank,2,False
prat,26977,,,,,blank,blank,2,False
reclamaba,26979,I reclaimed,,I reclaimed,verb,suspicious_verb,suspicious_verb,2,False
regalan,26981,they regale,,they regale,verb,suspicious_verb,suspicious_verb,2,False
tejiendo,26986,kniting,,kniting,verb,suspicious_verb,suspicious_verb,2,False
alimentaba,26993,I feeded,,I feeded,verb,suspicious_verb,suspicious_verb,2,False
desborda,26999,he overflows; she overflows; it overflows,you overflow,you overflow,verb,suspicious_verb,suspicious_verb,2,True
localizó,27008,he found; she found; it found,,he found; she found; it found,verb,suspicious_verb,suspicious_verb,2,False
mastica,27010,he chews; she chews; it chews,you chew,you chew,verb,suspicious_verb,suspicious_verb,2,True
moleculares,27011,,,,,blank,blank,2,False
presionas,27015,you pressure,,you pressure,verb,suspicious_verb,suspicious_verb,2,False
seinfeld,27016,,,,,blank,blank,2,False
tírate,27019,you throw,,you throw,verb,suspicious_verb,suspicious_verb,2,False
aburren,27021,they bore,,they bore,verb,suspicious_verb,suspicious_verb,2,False
bernardino,27027,,,,,blank,blank,2,False
imperfecto,27038,,imperfect,imperfect,adj,blank,,2,True
llámanos,27041,I summon,,I summon,verb,suspicious_verb,suspicious_verb,2,False
philips,27044,,,,,blank,blank,2,False
snob,27048,,,,,blank,blank,2,False
tahití,27049,,,,,blank,blank,2,False
tomalo,27050,,,,,blank,blank,2,False
embarcado,27057,embarked,,embarked,verb,suspicious_verb,suspicious_verb,2,False
estrenado,27058,premiered,,premiered,verb,suspicious_verb,suspicious_verb,2,False
guardaste,27060,you saved,,you saved,verb,suspicious_verb,suspicious_verb,2,False
manipula,27062,he manipulates; she manipulates; it manipulates,you manipulate,you manipulate,verb,suspicious_verb,suspicious_verb,2,True
reinaba,27066,I reigned,,I reigned,verb,suspicious_verb,suspicious_verb,2,False
seducido,27067,seduced,,seduced,verb,suspicious_verb,suspicious_verb,2,False
asocian,27071,they associate,,they associate,verb,suspicious_verb,suspicious_verb,2,False
dejala,27073,you leave,,you leave,verb,suspicious_verb,suspicious_verb,2,False
diplomas,27075,,you graduate,you graduate,verb,blank,suspicious_verb,2,True
fmln,27077,,,,,blank,blank,2,False
jam,27080,,,,,blank,blank,2,False
logroño,27082,,,,,blank,blank,2,False
montamos,27084,we mounted,,we mounted,verb,suspicious_verb,suspicious_verb,2,False
patagonia,27088,,,,,blank,blank,2,False
presumiendo,27090,presuming,,presuming,verb,suspicious_verb,suspicious_verb,2,False
probaron,27091,they proved,,they proved,verb,suspicious_verb,suspicious_verb,2,False
saludamos,27095,we greeted,,we greeted,verb,suspicious_verb,suspicious_verb,2,False
bitcoin,27101,,,,,blank,blank,2,False
blunt,27102,,,,,blank,blank,2,False
cagas,27103,you shit,,you shit,verb,suspicious_verb,suspicious_verb,2,False
conseller,27106,,councillor in a Catalan-speaking community,councillor in a Catalan-speaking community,noun,blank,,2,True
daza,27108,,,,,blank,blank,2,False
derrumbado,27109,demolished,,demolished,verb,suspicious_verb,suspicious_verb,2,False
exigían,27112,they demanded,,they demanded,verb,suspicious_verb,suspicious_verb,2,False
funde,27114,I found,he founds; she founds; it founds,he founds; she founds; it founds,verb,suspicious_verb,suspicious_verb,2,True
triviales,27124,,,,,blank,blank,2,False
alegó,27125,he claimed; she claimed; it claimed,,he claimed; she claimed; it claimed,verb,suspicious_verb,suspicious_verb,2,False
avergonzando,27127,shaming,,shaming,verb,suspicious_verb,suspicious_verb,2,False
corales,27129,,,,,blank,blank,2,False
eastwood,27133,,,,,blank,blank,2,False
healy,27137,,,,,blank,blank,2,False
integrales,27141,,you integrate,you integrate,verb,blank,suspicious_verb,2,True
juntaron,27142,they combined,,they combined,verb,suspicious_verb,suspicious_verb,2,False
maracaibo,27144,,,,,blank,blank,2,False
celebraban,27154,they celebrated,,they celebrated,verb,suspicious_verb,suspicious_verb,2,False
despediste,27157,you dismissed,,you dismissed,verb,suspicious_verb,suspicious_verb,2,False
dolan,27158,,,,,blank,blank,2,False
entrevistando,27160,interviewing,,interviewing,verb,suspicious_verb,suspicious_verb,2,False
existimos,27162,we existed,,we existed,verb,suspicious_verb,suspicious_verb,2,False
fabricó,27163,he manufactured; she manufactured; it manufactured,,he manufactured; she manufactured; it manufactured,verb,suspicious_verb,suspicious_verb,2,False
informamos,27166,we informed,,we informed,verb,suspicious_verb,suspicious_verb,2,False
dándonos,27182,giving,,giving,verb,suspicious_verb,suspicious_verb,2,False
emergen,27183,they emerge,,they emerge,verb,suspicious_verb,suspicious_verb,2,False
empujo,27184,I push,,I push,verb,suspicious_verb,suspicious_verb,2,False
guiando,27185,guiding,,guiding,verb,suspicious_verb,suspicious_verb,2,False
pu,27194,,,,,blank,blank,2,False
tucumán,27201,,,,,blank,blank,2,False
amplió,27203,he extended; she extended; it extended,,he extended; she extended; it extended,verb,suspicious_verb,suspicious_verb,2,False
briones,27207,,,,,blank,blank,2,False
comprometieron,27210,they promised,,they promised,verb,suspicious_verb,suspicious_verb,2,False
contrae,27211,he contracts; she contracts; it contracts,you contract,you contract,verb,suspicious_verb,suspicious_verb,2,True
créelo,27213,he creates; she creates; it creates,you believe,you believe,verb,suspicious_verb,suspicious_verb,2,True
escondieron,27216,they hided,,they hided,verb,suspicious_verb,suspicious_verb,2,False
ipad,27220,,,,,blank,blank,2,False
phelps,27224,,,,,blank,blank,2,False
prenatal,27225,,,,,blank,blank,2,False
transportan,27227,they transport,,they transport,verb,suspicious_verb,suspicious_verb,2,False
conte,27230,,,,,blank,blank,2,False
estirada,27232,,stretched,stretched,adj,blank,,2,True
intentábamos,27235,we tried,,we tried,verb,suspicious_verb,suspicious_verb,2,False
ledesma,27236,,,,,blank,blank,2,False
perpendicular,27243,,,,,blank,blank,2,False
progresa,27245,he progresses; she progresses; it progresses,you progress,you progress,verb,suspicious_verb,suspicious_verb,2,True
almacenado,27248,stored,,stored,verb,suspicious_verb,suspicious_verb,2,False
aspiraba,27249,I inhaled,,I inhaled,verb,suspicious_verb,suspicious_verb,2,False
complicó,27252,he complicated; she complicated; it complicated,,he complicated; she complicated; it complicated,verb,suspicious_verb,suspicious_verb,2,False
desemboca,27255,he culminates; she culminates; it culminates,you culminate,you culminate,verb,suspicious_verb,suspicious_verb,2,True
hablase,27256,I talked,,I talked,verb,suspicious_verb,suspicious_verb,2,False
rastrea,27263,he tracks; she tracks; it tracks,you track,you track,verb,suspicious_verb,suspicious_verb,2,True
spice,27265,,,,,blank,blank,2,False
transformaron,27267,they transformed,,they transformed,verb,suspicious_verb,suspicious_verb,2,False
arruino,27270,I ruin,,I ruin,verb,suspicious_verb,suspicious_verb,2,False
caminaban,27276,they walked,,they walked,verb,suspicious_verb,suspicious_verb,2,False
carabanchel,27277,,,,,blank,blank,2,False
coincidían,27280,they coincided,,they coincided,verb,suspicious_verb,suspicious_verb,2,False
elaborando,27283,making,,making,verb,suspicious_verb,suspicious_verb,2,False
encoge,27284,he shrinks; she shrinks; it shrinks,you shrink,you shrink,verb,suspicious_verb,suspicious_verb,2,True
groenlandia,27287,,,,,blank,blank,2,False
okinawa,27292,,,,,blank,blank,2,False
procedían,27294,they proceeded,,they proceeded,verb,suspicious_verb,suspicious_verb,2,False
retrocediendo,27295,backing up,,backing up,verb,suspicious_verb,suspicious_verb,2,False
sudado,27296,sweated,,sweated,verb,suspicious_verb,suspicious_verb,2,False
causaste,27300,you caused,,you caused,verb,suspicious_verb,suspicious_verb,2,False
costaron,27303,they costed,,they costed,verb,suspicious_verb,suspicious_verb,2,False
decretado,27304,decreed,,decreed,verb,suspicious_verb,suspicious_verb,2,False
lacrosse,27309,,,,,blank,blank,2,False
operó,27311,he operated; she operated; it operated,,he operated; she operated; it operated,verb,suspicious_verb,suspicious_verb,2,False
reservó,27313,he reserved; she reserved; it reserved,,he reserved; she reserved; it reserved,verb,suspicious_verb,suspicious_verb,2,False
resolvieron,27314,they resolved,,they resolved,verb,suspicious_verb,suspicious_verb,2,False
sacrificados,27316,self-sacrificing,,self-sacrificing,verb,suspicious_verb,suspicious_verb,2,False
underground,27323,,,,,blank,blank,2,False
alzando,27324,lifting,,lifting,verb,suspicious_verb,suspicious_verb,2,False
copian,27325,they copy,,they copy,verb,suspicious_verb,suspicious_verb,2,False
gustamos,27329,we tasted,,we tasted,verb,suspicious_verb,suspicious_verb,2,False
lituania,27333,,,,,blank,blank,2,False
acordáis,27339,you agree,,you agree,verb,suspicious_verb,suspicious_verb,2,False
almorzamos,27341,we eated lunch,,we eated lunch,verb,suspicious_verb,suspicious_verb,2,False
aranjuez,27342,,,,,blank,blank,2,False
colecciona,27348,he collects; she collects; it collects,you collect,you collect,verb,suspicious_verb,suspicious_verb,2,True
describía,27352,I described,,I described,verb,suspicious_verb,suspicious_verb,2,False
fabricando,27354,manufacturing,,manufacturing,verb,suspicious_verb,suspicious_verb,2,False
incrementan,27355,they increment,,they increment,verb,suspicious_verb,suspicious_verb,2,False
mongolia,27356,,,,,blank,blank,2,False
optaron,27358,they opted,,they opted,verb,suspicious_verb,suspicious_verb,2,False
orando,27359,praying,,praying,verb,suspicious_verb,suspicious_verb,2,False
proyectando,27362,projecting,,projecting,verb,suspicious_verb,suspicious_verb,2,False
significas,27364,you signify,,you signify,verb,suspicious_verb,suspicious_verb,2,False
tánger,27368,,,,,blank,blank,2,False
alina,27370,,,,,blank,blank,2,False
animaba,27372,I inspired,,I inspired,verb,suspicious_verb,suspicious_verb,2,False
ascendía,27374,I ascended,,I ascended,verb,suspicious_verb,suspicious_verb,2,False
capto,27376,I capture,,I capture,verb,suspicious_verb,suspicious_verb,2,False
defendí,27380,I defended,,I defended,verb,suspicious_verb,suspicious_verb,2,False
discurre,27381,he flows; she flows; it flows,you flow,you flow,verb,suspicious_verb,suspicious_verb,2,True
inciden,27383,they enter into,,they enter into,verb,suspicious_verb,suspicious_verb,2,False
judo,27384,,,,,blank,blank,2,False
molotov,27385,,,,,blank,blank,2,False
reaccionando,27387,reacting,,reacting,verb,suspicious_verb,suspicious_verb,2,False
regalando,27388,regaling,,regaling,verb,suspicious_verb,suspicious_verb,2,False
tricolor,27391,,tricolour,tricolour,noun,blank,,2,True
afrodita,27392,,,,,blank,blank,2,False
colocas,27398,you place,,you place,verb,suspicious_verb,suspicious_verb,2,False
duce,27399,,,,,blank,blank,2,False
hurgando,27405,rooting,,rooting,verb,suspicious_verb,suspicious_verb,2,False
investigo,27407,I investigate,,I investigate,verb,suspicious_verb,suspicious_verb,2,False
reconstruido,27411,rebuilded,,rebuilded,verb,suspicious_verb,suspicious_verb,2,False
rourke,27412,,,,,blank,blank,2,False
apesto,27416,I stink,,I stink,verb,suspicious_verb,suspicious_verb,2,False
atascó,27417,he jamed; she jamed; it jamed,,he jamed; she jamed; it jamed,verb,suspicious_verb,suspicious_verb,2,False
barriendo,27419,sweeping,,sweeping,verb,suspicious_verb,suspicious_verb,2,False
encuéntrala,27423,,,,,blank,blank,2,False
fingen,27426,they pretend,,they pretend,verb,suspicious_verb,suspicious_verb,2,False
jasón,27429,,,,,blank,blank,2,False
lavaba,27431,I washed,,I washed,verb,suspicious_verb,suspicious_verb,2,False
llovido,27434,rained,,rained,verb,suspicious_verb,suspicious_verb,2,False
presionan,27437,they pressure,,they pressure,verb,suspicious_verb,suspicious_verb,2,False
quemaba,27438,I burned,,I burned,verb,suspicious_verb,suspicious_verb,2,False
reservamos,27439,we reserved,,we reserved,verb,suspicious_verb,suspicious_verb,2,False
adaptando,27442,adapting,,adapting,verb,suspicious_verb,suspicious_verb,2,False
comparan,27446,they compare,,they compare,verb,suspicious_verb,suspicious_verb,2,False
presupone,27460,he budgets; she budgets; it budgets,,he budgets; she budgets; it budgets,verb,suspicious_verb,suspicious_verb,2,False
quedártelo,27461,,,,,blank,blank,2,False
rezan,27462,they pray,,they pray,verb,suspicious_verb,suspicious_verb,2,False
villarreal,27464,,,,,blank,blank,2,False
antisocial,27466,,,,,blank,blank,2,False
babel,27467,,,,,blank,blank,2,False
charlamos,27471,we chated,,we chated,verb,suspicious_verb,suspicious_verb,2,False
confiscado,27472,confiscated,,confiscated,verb,suspicious_verb,suspicious_verb,2,False
delata,27474,he informs on; she informs on; it informs on,you inform on,you inform on,verb,suspicious_verb,suspicious_verb,2,True
putin,27480,,,,,blank,blank,2,False
adjudicado,27487,assigned,,assigned,verb,suspicious_verb,suspicious_verb,2,False
canse,27491,I tire,he tires; she tires; it tires,he tires; she tires; it tires,verb,suspicious_verb,suspicious_verb,2,True
despreciado,27494,despised,,despised,verb,suspicious_verb,suspicious_verb,2,False
entrené,27495,I trained,,I trained,verb,suspicious_verb,suspicious_verb,2,False
gayle,27497,,,,,blank,blank,2,False
dalila,27510,,,,,blank,blank,2,False
dole,27512,,,,,blank,blank,2,False
evaluado,27516,evaluated,,evaluated,verb,suspicious_verb,suspicious_verb,2,False
fracasaron,27517,they failed,,they failed,verb,suspicious_verb,suspicious_verb,2,False
heisenberg,27520,,,,,blank,blank,2,False
hilario,27521,,,,,blank,blank,2,False
pinté,27524,I painted,,I painted,verb,suspicious_verb,suspicious_verb,2,False
recita,27525,he recites; she recites; it recites,you recite,you recite,verb,suspicious_verb,suspicious_verb,2,True
