lemma,rank,pos,translation,teacher_model,teacher_base_url,prompt_style,candidate_idx,sentence,contains_exact_target,token_count,char_count,source_failure_reason,source_template_id,source_quality_tier
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,según el horario.,true,3,17,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,según la guía.,true,3,14,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,según el informe.,true,3,17,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,según la ley.,true,3,13,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,según el clima.,true,3,15,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,según el doctor.,true,3,16,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,según el periódico.,true,3,19,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,según la radio.,true,3,15,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,según el jefe.,true,3,14,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,según la madre.,true,3,15,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,según el padre.,true,3,15,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,según el amigo.,true,3,15,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,según la amiga.,true,3,15,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,según el experto.,true,3,17,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,según el profesor.,true,3,18,,no_candidate_found,
según,377,prep,according to,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,según la profesora.,true,3,19,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Tengo tres meses de vacaciones.,true,5,31,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Estudia durante seis meses.,true,4,27,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Vivimos aquí dos meses.,true,4,23,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Necesito ayuda durante cuatro meses.,true,5,36,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Estaré fuera cinco meses.,true,4,25,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Son dos meses de trabajo.,true,5,25,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Los meses son largos.,true,4,21,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Viajaremos por tres meses.,true,4,26,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,El proyecto durará diez meses.,true,5,30,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Nos quedamos por ocho meses.,true,5,28,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Han pasado cinco meses.,true,4,23,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Dos meses es mucho tiempo.,true,5,26,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Estudiamos español durante siete meses.,true,5,39,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Lleva tres meses sin lluvia.,true,5,28,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Son cuatro meses de espera.,true,5,27,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Los meses pasan rápido.,true,4,23,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Vendrá en dos meses.,true,4,20,,no_candidate_found,
meses,408,n,month,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Han trabajado juntos nueve meses.,true,5,33,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Es la última pregunta del examen.,true,6,33,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Esta es la última clase de hoy.,true,7,31,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Es la última hora del día.,true,6,26,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Es la última vez que te lo digo.,true,8,32,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Es la última parada del autobús.,true,6,32,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Es la última canción de la lista.,true,7,33,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Es la última llamada del día.,true,6,29,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Es la última página del libro.,true,6,30,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Es la última foto del álbum.,true,6,28,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Es la última taza de café.,true,6,26,,no_candidate_found,
última,412,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Es la última oportunidad para cambiar.,true,6,38,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Tengo bastante dinero.,true,3,22,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Es bastante grande.,true,3,19,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Está bastante lejos.,true,3,20,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Ella es bastante alta.,true,4,22,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Hay bastante comida.,true,3,20,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Son bastante amables.,true,3,21,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Es bastante caro.,true,3,17,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Tenemos bastante tiempo.,true,3,24,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Es bastante interesante.,true,3,24,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Es bastante nuevo.,true,3,18,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Es bastante viejo.,true,3,18,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Es bastante bonito.,true,3,19,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Es bastante tarde.,true,3,18,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Es bastante fácil.,true,3,18,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Es bastante difícil.,true,3,20,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Tengo bastante hambre.,true,3,22,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Es bastante bueno.,true,3,18,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Es bastante malo.,true,3,17,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Es bastante claro.,true,3,18,,no_candidate_found,
bastante,418,adv,enough,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,Es bastante oscuro.,true,3,19,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Mi esposa es doctora.,true,4,21,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Ella ama a su esposa.,true,5,21,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Tengo una esposa muy bonita.,true,5,28,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,La esposa trabaja en la oficina.,true,6,32,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Su esposa cocina bien.,true,4,22,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Ella y su esposa van al cine.,true,7,29,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Mi esposa me ama mucho.,true,5,23,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,La esposa de Juan es guapa.,true,6,27,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Ella tiene una esposa cariñosa.,true,5,31,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Mi esposa prepara la cena.,true,5,26,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,La esposa de Pedro es abogada.,true,6,30,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Ella y su esposa van a bailar.,true,7,30,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Mi esposa estudia español.,true,4,26,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,La esposa de Carlos es inteligente.,true,6,35,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Ella y su esposa viajan mucho.,true,6,30,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Mi esposa es muy amable.,true,5,24,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,La esposa de Luis es artista.,true,6,29,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Ella y su esposa juegan fútbol.,true,6,31,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Mi esposa canta bien.,true,4,21,,no_candidate_found,
esposa,426,n,wife,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,La esposa de Mario es ingeniera.,true,6,32,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,He tenido su libro.,true,4,19,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Tú has tenido razón.,true,4,20,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Nosotros no hemos tenido suerte.,true,5,32,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Yo he tenido una idea.,true,5,22,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Ella ha tenido un accidente.,true,5,28,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Ellos han tenido éxito.,true,4,23,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Tengo que haber tenido sueño.,true,5,29,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,No he tenido tiempo.,true,4,20,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,¿Has tenido miedo?,true,3,18,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Nosotras hemos tenido que estudiar.,true,5,35,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Hemos tenido que esperar.,true,4,25,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Él ha tenido que trabajar.,true,5,26,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Ustedes han tenido que pagar.,true,5,29,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Yo no he tenido ganas.,true,5,22,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Nosotros hemos tenido que ir.,true,5,29,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Tú has tenido que venir.,true,5,24,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Ella ha tenido que hablar.,true,5,26,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Ellos no han tenido nada.,true,5,25,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Yo he tenido que decirlo.,true,5,25,,no_candidate_found,
tenido,434,v,to have,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,Nosotras hemos tenido que hacerlo.,true,5,34,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Es el último día de la semana.,true,7,30,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Este es el último libro que necesitas.,true,7,38,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,El último capítulo es muy emocionante.,true,6,38,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Es mi último año en la universidad.,true,7,35,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Es el último tren de la noche.,true,7,30,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Es el último mes del año.,true,6,25,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Es el último examen.,true,4,20,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Es el último día de vacaciones.,true,6,31,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Es el último piso del edificio.,true,6,31,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Es el último vestido de la tienda.,true,7,34,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Es el último día de trabajo.,true,6,28,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Es el último día de clase.,true,6,26,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,13,Es el último regalo.,true,4,20,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,14,Es el último día de la exposición.,true,7,34,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,15,Es el último día de la feria.,true,7,29,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,16,Es el último día de la conferencia.,true,7,35,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,17,Es el último día de la película.,true,7,32,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,18,Es el último día de la novela.,true,7,30,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,19,Es el último día de la serie.,true,7,29,,no_candidate_found,
último,447,adj,final,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,20,Es el último día de la temporada.,true,7,33,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,Esas manzanas son grandes.,true,4,26,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,Los niños ven unos perros grandes.,true,6,34,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,Las montañas son grandes.,true,4,25,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,Hay árboles grandes en el parque.,true,6,33,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,5,Los gatos grandes duermen mucho.,true,5,32,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,6,Las olas del mar son grandes.,true,6,29,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,7,Los ríos son grandes.,true,4,21,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,8,Las nubes están grandes hoy.,true,5,28,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,9,Los libros grandes pesan mucho.,true,5,31,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,10,Las flores grandes son bonitas.,true,5,31,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,11,Los ojos grandes parecen inocentes.,true,5,35,,no_candidate_found,
grandes,449,adj,big; large,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,12,Los sueños grandes llevan tiempo.,true,5,33,,no_candidate_found,
venga,450,v,A cheer or expression of support; encouragement; etc.,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,1,"Venga, inténtalo otra vez.",true,4,26,,no_candidate_found,
venga,450,v,A cheer or expression of support; encouragement; etc.,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,2,"Venga, no te rindas.",true,4,20,,no_candidate_found,
venga,450,v,A cheer or expression of support; encouragement; etc.,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,3,"Venga, vamos a casa.",true,4,20,,no_candidate_found,
venga,450,v,A cheer or expression of support; encouragement; etc.,Qwen/Qwen2.5-14B-Instruct:featherless-ai,https://router.huggingface.co/v1,strict_short_spain_spanish_v1,4,"Venga, come algo.",true,3,17,,no_candidate_found,
