lemma,rank,pos,translation,sentence,source_method,score,tokens
demasiado,272,adv,too much; too many; excessive,Ella está demasiado tarde para decir.,markov_ml,-0.5300,ella está demasiado tarde para decir
ven,273,v,to see; to spot,Ellos ven a mi casa está cerca.,markov_ml,-1.1484,ellos ven a mi casa está cerca
serio,274,adj,serious; earnest; sober; solemn,No es serio en el mundo.,markov_ml,-0.9522,no es serio en el mundo
algún,275,determiner,some; any,Tengo algún hombre no puede ser.,markov_ml,-2.0221,tengo algún hombre no puede ser
ve,276,v,letter: v,No ve nada de lo que pasó.,markov_ml,-0.0683,no ve nada de lo que pasó
nueva,277,adj,news; novelty,Ella es nueva a la gente.,markov_ml,-1.3588,ella es nueva a la gente
eh,278,,hey!,Eh no tiene nada que ver.,markov_ml,-1.5191,eh no tiene nada que ver
lado,279,n,side,Es un lado para otro lado.,markov_ml,-0.0421,es un lado para otro lado
manera,280,n,way,Es una manera de hablar con él.,markov_ml,0.5344,es una manera de hablar con él
cabeza,281,n,head,La cabeza con un amigo mío.,markov_ml,-0.5962,la cabeza con un amigo mío
hombres,282,n,man;,Los hombres son más que un hombre.,markov_ml,0.6481,los hombres son más que un hombre
historia,283,n,history,La historia es una de mis amigos.,markov_ml,0.4438,la historia es una de mis amigos
dentro,284,adv,inside,Dentro de la vida es una persona.,markov_ml,0.2131,dentro de la vida es una persona
sería,285,v,to be,No sería la vida es una persona.,markov_ml,0.1960,no sería la vida es una persona
salir,286,v,to go out; to leave; to depart; to head out,Voy a salir con este tiempo.,markov_ml,0.6234,voy a salir con este tiempo
debería,287,v,to owe,Debería haber hecho lo que ha hecho.,markov_ml,0.4946,debería haber hecho lo que ha hecho
van,288,v,they go (ir),Ellos van a hacer eso por mí.,markov_ml,0.4895,ellos van a hacer eso por mí
ciudad,289,n,city,La ciudad se encuentra en el mundo.,markov_ml,0.6566,la ciudad se encuentra en el mundo
ustedes,290,pron,you,Ustedes están bien con todos los días.,markov_ml,-1.0421,ustedes están bien con todos los días
muchas,291,determiner,much; a lot of,Tengo muchas personas que no hay nada.,markov_ml,-0.3899,tengo muchas personas que no hay nada
poder,292,n,to be able to; can,El poder es al mismo tiempo.,markov_ml,-0.5066,el poder es al mismo tiempo
algunos,293,determiner,some; any,Tengo algunos libros de la ciudad.,markov_ml,-1.4224,tengo algunos libros de la ciudad
amigos,294,n,friend,Los amigos son más que un hombre.,markov_ml,-0.4443,los amigos son más que un hombre
chica,295,n,female equivalent of chico: girl,La chica se parece a su madre.,markov_ml,0.9570,la chica se parece a su madre
mayor,296,adj,of age,Ella es mayor que la gente.,markov_ml,0.5483,ella es mayor que la gente
sabía,297,v,to know; to understand,No sabía qué hacer con los ojos.,markov_ml,0.9449,no sabía qué hacer con los ojos
chicos,298,n,chic,Los chicos les gusta hablar de eso.,markov_ml,-0.2118,los chicos les gusta hablar de eso
hermano,299,n,brother,Tengo un hermano que vive al lado.,markov_ml,0.6700,tengo un hermano que vive al lado
esas,300,determiner,those (fem.),Tengo esas personas con las manos.,markov_ml,-1.2399,tengo esas personas con las manos
primer,301,adj,first; first up,Él es primer día del año pasado.,markov_ml,-0.7146,él es primer día del año pasado
país,302,n,country,Es un país muy en serio.,markov_ml,0.6285,es un país muy en serio
vaya,303,v,joke,Vaya a haber una manera de hablar.,markov_ml,-1.2528,vaya a haber una manera de hablar
agua,304,n,water,Es una agua y el otro día.,markov_ml,-0.4035,es una agua y el otro día
misma,305,adj,same,Él es misma que la gente.,markov_ml,-0.9943,él es misma que la gente
veo,306,v,to see; to spot,No veo por qué la gente.,markov_ml,0.7518,no veo por qué la gente
haces,307,v,to do,No haces nada de lo que pasó.,markov_ml,-0.0846,no haces nada de lo que pasó
camino,308,n,way; route,El camino es muy importante para mí.,markov_ml,0.3531,el camino es muy importante para mí
persona,309,n,person (an individual,Es una persona muy en serio.,markov_ml,0.8823,es una persona muy en serio
iba,310,v,was going (ir),Ella iba a ser una buena idea.,markov_ml,0.2282,ella iba a ser una buena idea
realidad,311,n,reality,Es una realidad no me gusta mucho.,markov_ml,-0.9139,es una realidad no me gusta mucho
fin,312,n,end,El fin de semana en el mundo.,markov_ml,-0.0756,el fin de semana en el mundo
importante,313,adj,important; that cares; that matters,No es importante para los niños.,markov_ml,0.5727,no es importante para los niños
primero,314,adj,first; first up,Él es primero en llegar a ser.,markov_ml,-0.2109,él es primero en llegar a ser
digo,315,v,I say (decir),No digo nada más que un hombre.,markov_ml,0.6208,no digo nada más que un hombre
horas,316,n,hour,Las horas son las cosas que hacer.,markov_ml,-0.9443,las horas son las cosas que hacer
semana,317,n,week,La semana que viene de una vez.,markov_ml,0.6438,la semana que viene de una vez
puerta,318,n,door,La puerta no se puede hacer.,markov_ml,0.5725,la puerta no se puede hacer
somos,319,v,we are (ser),No somos tan pronto como sea posible.,markov_ml,0.2760,no somos tan pronto como sea posible
pensé,320,v,to think; ponder,Pensé que habías dicho que no puedo.,markov_ml,-0.8400,pensé que habías dicho que no puedo
bajo,321,prep,under,Estoy bajo el nombre de tu parte.,markov_ml,-0.6510,estoy bajo el nombre de tu parte
muerte,322,n,death,La muerte es una de mis amigos.,markov_ml,0.5476,la muerte es una de mis amigos
problemas,323,n,problem; issue; challenge,Los problemas son de una vez.,markov_ml,-1.0706,los problemas son de una vez
punto,324,n,point,Es un punto de llegar a ser.,markov_ml,0.4671,es un punto de llegar a ser
ah,325,,ah,Ah es al mismo tiempo.,markov_ml,-3.0427,ah es al mismo tiempo
pasó,326,v,dried,Pasó por la mañana a esta hora.,markov_ml,-0.4786,pasó por la mañana a esta hora
quizá,327,adv,perhaps; maybe,Quizá no es lo que es hora.,markov_ml,-1.0253,quizá no es lo que es hora
buenas,328,adj,hello; hi,Él es buenas y el otro día.,markov_ml,-0.7599,él es buenas y el otro día
supuesto,329,n,supposed; self-styled; alleged,El supuesto que te vas a hacer.,markov_ml,-0.9297,el supuesto que te vas a hacer
cuatro,330,num,four,Tengo cuatro libros de la ciudad.,markov_ml,-3.1272,tengo cuatro libros de la ciudad
da,331,v,to give; to give out,No da un poco más de tres.,markov_ml,-0.8010,no da un poco más de tres
mano,332,n,hand,La mano y se fue sin decir.,markov_ml,0.1439,la mano y se fue sin decir
niños,333,n,child; boy,Los niños no se puede hacer nada.,markov_ml,0.8228,los niños no se puede hacer nada
volver,334,v,to return; to revert; to get back,Tengo que volver a ser una buena.,markov_ml,0.7285,tengo que volver a ser una buena
además,335,adv,in addition; moreover; furthermore; further; also; additionally,Además de ser un poco de agua.,markov_ml,-0.3884,además de ser un poco de agua
señora,336,n,lady,La señora es al mismo tiempo.,markov_ml,-0.1649,la señora es al mismo tiempo
cariño,337,n,affection; fondness,El cariño está más cerca de aquí.,markov_ml,-1.2819,el cariño está más cerca de aquí
ayuda,338,n,help; aid,La ayuda de un lado para otro.,markov_ml,-0.2818,la ayuda de un lado para otro
ojos,339,n,eye,Los ojos de ella es una persona.,markov_ml,0.2756,los ojos de ella es una persona
cinco,340,num,a five,Tengo cinco libros en la vida.,markov_ml,-3.2064,tengo cinco libros en la vida
pasar,341,v,to pass; to hand; to slip,Quiero pasar el fin de semana pasado.,markov_ml,0.7819,quiero pasar el fin de semana pasado
general,342,adj,general; overall,Él es general a los niños.,markov_ml,-0.6184,él es general a los niños
pronto,343,adv,prompt; on time,Pronto será un buen día para otro.,markov_ml,-0.1821,pronto será un buen día para otro
debo,344,v,to owe,Debo ir a la gente.,markov_ml,-2.2850,debo ir a la gente
minutos,345,n,minute,Tengo unos minutos más tarde de noche.,markov_ml,-0.6953,tengo unos minutos más tarde de noche
sino,346,conj,but (rather),Es bueno sino es difícil para mí.,markov_ml,-2.0051,es bueno sino es difícil para mí
gobierno,347,n,government,El gobierno está de acuerdo contigo.,markov_ml,-0.1483,el gobierno está de acuerdo contigo
manos,348,n,man; guy; dude,Las manos antes de que no puedo.,markov_ml,0.3881,las manos antes de que no puedo
presidente,349,n,president,El presidente está de acuerdo contigo.,markov_ml,-0.1396,el presidente está de acuerdo contigo
muerto,350,adj,dead,Él es muerto en su lugar.,markov_ml,-0.7726,él es muerto en su lugar
muchos,351,determiner,several,Tengo muchos libros en la vida.,markov_ml,0.3898,tengo muchos libros en la vida
chico,352,n,small,El chico que está en el mundo.,markov_ml,0.9028,el chico que está en el mundo
guerra,353,n,war; warfare,Es una guerra en el año pasado.,markov_ml,-0.4717,es una guerra en el año pasado
hice,354,v,to do,No hice nada de lo que pasó.,markov_ml,0.2545,no hice nada de lo que pasó
incluso,355,adv,enclosed; included,Incluso un niño es un hombre.,markov_ml,0.1129,incluso un niño es un hombre
medio,356,n,half,Es un medio de la ciudad.,markov_ml,0.3687,es un medio de la ciudad
cuál,357,pron,what,No sé cuál hacer eso por mí.,markov_ml,-0.8875,no sé cuál hacer eso por mí
hablando,358,v,to talk,,markov_ml,0.0000,
adiós,359,n,farewell,El adiós y se fue sin decir.,markov_ml,-1.1044,el adiós y se fue sin decir
siquiera,360,adv,if only,Ella siquiera está a punto de salir.,markov_ml,-1.2592,ella siquiera está a punto de salir
genial,361,adj,genial; pleasant,Él es genial en el mundo.,markov_ml,-1.5973,él es genial en el mundo
fueron,362,v,to be,Ellos fueron a la gente de aquí.,markov_ml,0.5771,ellos fueron a la gente de aquí
ello,363,pron,it; neuter third-person subject and disjunctive pronoun,Ella es ello por la mañana.,markov_ml,-1.3979,ella es ello por la mañana
rápido,364,adj,rapid; quick; fast,Él es rápido de lo que pasó.,markov_ml,-0.8596,él es rápido de lo que pasó
equipo,365,n,team,El equipo de lo que es hora.,markov_ml,-0.3791,el equipo de lo que es hora
dejar,366,v,to leave,Voy a dejar de hablar con él.,markov_ml,0.6403,voy a dejar de hablar con él
significa,367,v,to signify,Significa que no hay nada que ver.,markov_ml,-0.3895,significa que no hay nada que ver
jefe,368,n,chief,El jefe está muy cerca de aquí.,markov_ml,-0.2787,el jefe está muy cerca de aquí
millones,369,n,million,Los millones de personas que no puedo.,markov_ml,-0.3047,los millones de personas que no puedo
suerte,370,n,luck; fortune,Es una suerte de tener un hijo.,markov_ml,0.1002,es una suerte de tener un hijo
otras,371,determiner,others (fem.),Tengo otras personas con las manos.,markov_ml,-1.5174,tengo otras personas con las manos
ayer,372,adv,yesterday,Ayer vi a un lado para otro.,markov_ml,0.6222,ayer vi a un lado para otro
cuerpo,373,n,body,El cuerpo de un año y medio.,markov_ml,0.0444,el cuerpo de un año y medio
llegar,374,v,to arrive; get,Voy a llegar tarde a la gente.,markov_ml,0.9023,voy a llegar tarde a la gente
mujeres,375,n,surname,Las mujeres no se puede hacer eso.,markov_ml,0.5696,las mujeres no se puede hacer eso
posible,376,adj,possible,No es posible que haya hecho.,markov_ml,0.6438,no es posible que haya hecho
según,377,prep,according to,Estoy según lo que pasó aquí.,markov_ml,-1.4116,estoy según lo que pasó aquí
nuestros,378,determiner,ours,Nuestros libros son de gran ayuda.,markov_ml,-1.9412,nuestros libros son de gran ayuda
quizás,379,adv,maybe; perhaps,Quizás sea un poco más de tres.,markov_ml,-0.7934,quizás sea un poco más de tres
tierra,380,n,land; ground,La tierra no es una buena idea.,markov_ml,0.6200,la tierra no es una buena idea
único,381,adj,only,Él es único al que le pasó.,markov_ml,-1.3116,él es único al que le pasó
hija,382,n,daughter,Tengo una hija de mi hermano mayor.,markov_ml,0.5183,tengo una hija de mi hermano mayor
ninguna,383,determiner,no,Tengo ninguna persona es un hombre.,markov_ml,-1.9094,tengo ninguna persona es un hombre
final,384,n,final,Es un final de año nuevo.,markov_ml,-0.8962,es un final de año nuevo
