lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
intentaba,3686,v,v,3001_4000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bajas,3690,adj,adj,3001_4000,casualty; loss,bajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
brown,3694,none,residual,3001_4000,brown,brown,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rusos,3698,adj,adj,3001_4000,Rus,ruso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jo,3699,interj,interj,3001_4000,stop; whoa,jo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salgamos,3700,v,v,3001_4000,Salgar,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
digan,3702,v,v,3001_4000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevarme,3704,v,v,3001_4000,to take; to take out,llevarme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podíamos,3706,v,v,3001_4000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comentarios,3711,n,n,3001_4000,comment,comentario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
favorita,3720,adj,adj,3001_4000,favorite,favorito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
torres,3723,prop,prop,3001_4000,surname,torres,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mato,3724,n,n,3001_4000,bushes,mato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volando,3728,v,v,3001_4000,in flight,volar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
superiores,3734,adj,adj,3001_4000,upper; higher,superior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eléctrica,3738,adj,adj,3001_4000,electric company,eléctrico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vengas,3741,v,v,3001_4000,to come,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jueces,3748,n,n,3001_4000,Judges,juez,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conversaciones,3751,n,n,3001_4000,conversation,conversación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
terrorista,3755,adj,adj,3001_4000,terrorist; terroristic,terrorista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esposas,3762,n,n,3001_4000,handcuffs,esposas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muero,3767,v,v,3001_4000,to die,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seguida,3771,adj,adj,3001_4000,consecutive,seguido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
golf,3772,,residual,3001_4000,golf,golf,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
largas,3774,adj,adj,3001_4000,long,largas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
económicos,3777,adj,adj,3001_4000,economic,económico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esperado,3778,adj,adj,3001_4000,expected,esperado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sienten,3781,v,v,3001_4000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
condenado,3782,adj,adj,3001_4000,convicted,condenado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
víctor,3783,,residual,3001_4000,given name,víctor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
signos,3784,n,n,3001_4000,sign; indication,signo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ésto,3786,pron,pron,3001_4000,misconstruction of éste,ésto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dígale,3787,v,v,3001_4000,way to say hello on the telephone,dígale,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
prisioneros,3789,n,n,3001_4000,prisoner,prisionero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
king,3792,none,residual,3001_4000,king,king,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
barcos,3793,n,n,3001_4000,boat,barco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miro,3794,n,n,3001_4000,portia tree,miro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dispara,3796,v,v,3001_4000,shot,disparar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberle,3801,v,v,3001_4000,have,haberle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sorprendido,3806,adj,adj,3001_4000,surprised,sorprendido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hagámoslo,3808,v,v,3001_4000,to do,hagámoslo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vegas,3814,,residual,3001_4000,meadow,vegas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adivina,3815,v,v,3001_4000,fortune-teller; seer,adivinar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
contesta,3822,v,v,3001_4000,answer,contestar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
técnicos,3824,n,n,3001_4000,technical,técnico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oídos,3827,v,v,3001_4000,hearing,oídos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
olvido,3830,n,n,3001_4000,oblivion,olvido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asegura,3836,v,v,3001_4000,to secure (to make fast,asegurar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
forman,3840,v,v,3001_4000,to form; to create,formar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vuelvan,3843,v,v,3001_4000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decían,3846,v,v,3001_4000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
figuras,3848,n,n,3001_4000,figure,figura,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
amén,3849,interj,interj,3001_4000,amen,amén,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
criminales,3852,adj,adj,3001_4000,criminal,criminal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
echado,3856,v,v,3001_4000,to throw; toss; cast; jettison,echar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejará,3858,v,v,3001_4000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jefes,3861,n,n,3001_4000,parents,jefe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejaba,3862,v,v,3001_4000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abiertos,3865,adj,adj,3001_4000,open; unlocked,abierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayudas,3875,n,n,3001_4000,help; aid,ayuda,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
propiedades,3876,n,n,3001_4000,propriety (fact of possessing something); proprietary,propiedad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decirnos,3877,v,v,3001_4000,to say; to tell,decirnos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sed,3878,n,n,3001_4000,thirst,sed,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salvado,3879,v,v,3001_4000,bran,salvar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
desgraciado,3881,adj,adj,3001_4000,unfortunate,desgraciado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayudarlo,3883,v,v,3001_4000,to help,ayudarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedaron,3887,v,v,3001_4000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
científica,3893,adj,adj,3001_4000,scientific,científico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quítate,3898,v,v,3001_4000,debt relief,quítate,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
absoluta,3899,adj,adj,3001_4000,absolute,absoluto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuyos,3900,determiner,determiner,3001_4000,whose,cuyo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
corazones,3902,n,n,3001_4000,hearts,corazón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
veas,3903,v,v,3001_4000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
buscaba,3906,v,v,3001_4000,to seek; search for; look for; try to find; to scour,buscar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decírtelo,3910,v,v,3001_4000,to say; to tell,decírtelo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ma,3916,n,n,3001_4000,mum,ma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intelectual,3917,adj,adj,3001_4000,intellectual,intelectual,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sombras,3919,n,n,3001_4000,shade,sombra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ministros,3922,n,n,3001_4000,minister,ministro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
indicó,3927,v,v,3001_4000,to indicate; signal; designate,indicar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tocado,3932,v,v,3001_4000,peeved; annoyed,tocar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caos,3935,n,n,3001_4000,chaos,caos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
citas,3937,n,n,3001_4000,date,cita,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entrando,3938,v,v,3001_4000,to enter,entrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
castro,3941,,residual,3001_4000,fort; fortified settlement,castro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
espacios,3944,n,n,3001_4000,space,espacio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oscura,3959,adj,adj,3001_4000,dark,oscuro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adonde,3961,adv,adv,3001_4000,to where; whither,adonde,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
demasiada,3964,adj,adj,3001_4000,too much; too many; excessive,demasiado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hablarle,3968,v,v,3001_4000,to talk,hablarle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guau,3970,interj,interj,3001_4000,woof; bow wow,guau,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
judío,3971,adj,adj,3001_4000,Jewish,judío,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
raíces,3973,n,n,3001_4000,root,raíz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
únicos,3978,adj,adj,3001_4000,only,único,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuarta,3980,n,n,3001_4000,synonym of disciplina,cuarta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
calla,3981,v,v,3001_4000,lime,callar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
prometí,3986,v,v,3001_4000,to promise,prometer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentas,3990,v,v,3001_4000,attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pare,3992,v,v,3001_4000,stop; an act of stopping,pare,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
compañías,3997,n,n,3001_4000,company,compañía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
