lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
cole,4553,,residual,4001_5000,school,cole,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
margaret,4558,none,residual,4001_5000,margaret,margaret,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
clinton,4582,none,residual,4001_5000,clinton,clinton,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ee.uu.,4591,none,residual,4001_5000,u.s.,ee.uu.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vera,4609,,residual,4001_5000,side; face,vera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
williams,4623,none,residual,4001_5000,given name,williams,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jersey,4625,,residual,4001_5000,sweater; pullover,jersey,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
maria,4714,none,residual,4001_5000,maria,maria,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
francamente,4721,adv,adv,4001_5000,frankly,francamente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
kenny,4740,none,residual,4001_5000,kenny,kenny,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
joseph,4786,none,residual,4001_5000,joseph,joseph,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuyas,4799,determiner,determiner,4001_5000,whose,cuyo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
stephen,4821,none,residual,4001_5000,stephen,stephen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
steven,4828,none,residual,4001_5000,steven,steven,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ford,4908,none,residual,4001_5000,ford,ford,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mia,4925,none,residual,4001_5000,meow,mia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
técnicamente,4930,adv,adv,4001_5000,technically,técnicamente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caray,4945,interj,interj,4001_5000,crikey; wow; good heavens; golly; gosh; whoa; man; boy; blimey,caray,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
robot,4951,,residual,4001_5000,robot,robot,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
