lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
ponerse,2658,v,v,2001_3000,to put; to put up; to place; to lay,ponerse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señoras,2660,n,n,2001_3000,lady,señoras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
favorito,2663,adj,adj,2001_3000,favorite,favorito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
consigo,2666,v,v,2001_3000,with himself; herself; itself; themselves,conseguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dirá,2671,v,v,2001_3000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dia,2674,n,n,2001_3000,Agencia de Inteligencia de la Defensa,dia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enfermedades,2677,n,n,2001_3000,illness; disease,enfermedad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actos,2681,n,n,2001_3000,act,acto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
socialista,2684,adj,adj,2001_3000,socialist,socialista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seguía,2689,v,v,2001_3000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adecuado,2690,adj,adj,2001_3000,adequate,adecuado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ricos,2691,adj,adj,2001_3000,rich,rico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ana,2694,,residual,2001_3000,Ana; given name,ana,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
personales,2701,adj,adj,2001_3000,person (an individual,personal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
iguales,2707,adj,adj,2001_3000,equal; same,igual,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hojas,2708,n,n,2001_3000,leaf,hoja,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pudiste,2711,v,v,2001_3000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
uniforme,2714,n,n,2001_3000,uniform; even,uniforme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
des,2716,n,n,2001_3000,since,de,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pete,2717,n,n,2001_3000,blowjob,pete,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verle,2719,v,v,2001_3000,to see; to spot,verle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mental,2733,adj,adj,2001_3000,mental,mental,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
wow,2735,interj,interj,2001_3000,wow,wow,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
heridas,2738,n,n,2001_3000,wound,herida,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
febrero,2742,n,n,2001_3000,February,febrero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siglos,2744,n,n,2001_3000,century,siglo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
toques,2746,n,n,2001_3000,a touch,toque,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
secundaria,2750,adj,adj,2001_3000,secondary school; high school,secundario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
idiotas,2753,adj,adj,2001_3000,idiotic,idiota,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sectores,2756,n,n,2001_3000,section,sector,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funciones,2761,n,n,2001_3000,function,función,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señales,2763,n,n,2001_3000,sign; indication,señal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suficientes,2765,adj,adj,2001_3000,sufficient; enough,suficiente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
saldrá,2768,v,v,2001_3000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
científicos,2779,adj,adj,2001_3000,scientific,científico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pueblos,2782,n,n,2001_3000,town; village,pueblo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
celular,2783,adj,adj,2001_3000,cellular,celular,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegará,2787,v,v,2001_3000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
irás,2790,v,v,2001_3000,to go,irás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
primavera,2791,n,n,2001_3000,spring,primavera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
v,2792,letter,letter,2001_3000,letter,v,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
decirles,2793,v,v,2001_3000,to say; to tell,decirles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
den,2797,v,v,2001_3000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
altos,2801,adj,adj,2001_3000,tall,alto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
restos,2805,n,n,2001_3000,remains,resto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poquito,2806,adj,adj,2001_3000,little; not much,poquito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siéntese,2807,v,v,2001_3000,to feel,siéntese,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
supo,2808,v,v,2001_3000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guardias,2811,n,n,2001_3000,custodian; warden,guardia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejamos,2812,v,v,2001_3000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberse,2815,v,v,2001_3000,have,haberse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegando,2816,v,v,2001_3000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ciertos,2821,adj,adj,2001_3000,a certain; a specific,cierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
posibles,2822,adj,adj,2001_3000,possible,posible,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empezamos,2824,v,v,2001_3000,to start; begin; to get started,empezar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
obvio,2825,adj,adj,2001_3000,obvious,obvio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ocupada,2828,adj,adj,2001_3000,pregnant,ocupada,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
judicial,2831,adj,adj,2001_3000,judicial,judicial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
próximos,2833,adj,adj,2001_3000,near,próximo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
americanos,2841,adj,adj,2001_3000,American,americano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
convertirse,2842,v,v,2001_3000,to convert,convertirse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poca,2844,determiner,determiner,2001_3000,tad,poco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedará,2846,v,v,2001_3000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acabamos,2848,v,v,2001_3000,to finish,acabar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nacionales,2852,adj,adj,2001_3000,national; nationwide,nacional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caza,2854,n,n,2001_3000,hunting; hunt (act of finding and killing a wild animal,caza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
esperan,2857,v,v,2001_3000,to wait; to hold on,esperar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
declaraciones,2858,n,n,2001_3000,statement,declaración,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
equivocada,2859,adj,adj,2001_3000,mistaken; wrong,equivocado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muriendo,2860,v,v,2001_3000,to die,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jodido,2863,adj,adj,2001_3000,fucking; darned; crappy,jodido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diversos,2864,adj,adj,2001_3000,diverse,diverso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
logrado,2866,v,v,2001_3000,successful,lograr,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
indios,2868,n,n,2001_3000,Indian,indio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pp,2869,prop,prop,2001_3000,initialism of Partido Popular,pp,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tenia,2875,n,n,2001_3000,tapeworm,tenia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salen,2879,v,v,2001_3000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cabezas,2884,n,n,2001_3000,head,cabeza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rodillas,2886,n,n,2001_3000,knee,rodilla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alan,2892,none,residual,2001_3000,alan,alan,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asimismo,2896,adv,adv,2001_3000,likewise,asimismo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevando,2897,v,v,2001_3000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
artistas,2900,n,n,2001_3000,artist,artista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hermanas,2901,n,n,2001_3000,sister,hermanas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
autos,2902,,residual,2001_3000,authorisation for therapeutic use,autos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
técnicas,2905,adj,adj,2001_3000,technique,técnico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
éstas,2908,pron,pron,2001_3000,this one,éstas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enrique,2909,,residual,2001_3000,given name,enrique,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
smith,2912,none,residual,2001_3000,smith,smith,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
trabajado,2917,v,v,2001_3000,to work,trabajar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
x,2918,letter,letter,2001_3000,X,x,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
golpes,2921,n,n,2001_3000,hit; blow; strike,golpe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
musical,2923,adj,adj,2001_3000,musical,musical,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deberá,2925,v,v,2001_3000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
robó,2929,v,v,2001_3000,robbery; theft,robar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
montañas,2931,n,n,2001_3000,mountain,montaña,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
h,2932,letter,letter,2001_3000,letter,h,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
menores,2936,adj,adj,2001_3000,minor,menor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
malditos,2943,n,n,2001_3000,cursed,maldito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
naturalmente,2944,adv,adv,2001_3000,naturally; of course,naturalmente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
felicidades,2946,n,n,2001_3000,congratulations,felicidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
situaciones,2947,n,n,2001_3000,situation; scenario; picture,situación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perdida,2949,adj,adj,2001_3000,lost,perdido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sorprende,2951,v,v,2001_3000,to surprise,sorprender,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
voces,2955,n,n,2001_3000,voice,voz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
serlo,2956,v,v,2001_3000,to be,serlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
usado,2961,adj,adj,2001_3000,used,usado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bienes,2963,n,n,2001_3000,goods,bienes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
factores,2964,n,n,2001_3000,factor,factor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
directa,2967,adj,adj,2001_3000,high gear,directo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
grados,2968,n,n,2001_3000,degree,grado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacían,2972,v,v,2001_3000,to do,hacer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ruego,2975,v,v,2001_3000,plea; appeal,ruego,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guarda,2976,n,n,2001_3000,guard; ward; keeper,guarda,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
piedras,2977,n,n,2001_3000,stone,piedra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conseguí,2978,v,v,2001_3000,to achieve; succeed in; reach; accomplish; attain,conseguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
antiguos,2979,adj,adj,2001_3000,the ancients,antiguo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
registros,2980,n,n,2001_3000,registration; record,registro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
públicas,2981,adj,adj,2001_3000,public,público,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diego,2982,,residual,2001_3000,given name,diego,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedas,2984,v,v,2001_3000,curfew,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comido,2993,v,v,2001_3000,having had lunch,comer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preguntarle,2998,v,v,2001_3000,to ask,preguntarle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
