lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
recoge,4736,v,v,4001_5000,to collect; to gather; to pick up; to fetch; to retrieve,recoger,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
basado,4737,adj,adj,4001_5000,based,basado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
kenny,4740,none,residual,4001_5000,kenny,kenny,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asesinada,4741,v,v,4001_5000,murdered; slain,asesinar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
demasiados,4742,adj,adj,4001_5000,too much; too many; excessive,demasiado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
copas,4746,n,n,4001_5000,stemmed glass; glass; goblet or its content,copa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedando,4747,v,v,4001_5000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
responsabilidades,4759,n,n,4001_5000,responsibility; responsibleness,responsabilidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
causado,4760,v,v,4001_5000,to cause; to make,causar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
arreglarlo,4761,v,v,4001_5000,to fix; to repair; to mend,arreglarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
incapaz,4762,adj,adj,4001_5000,incapable; unable,incapaz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matan,4763,v,v,4001_5000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
morales,4768,adj,adj,4001_5000,surname,moral,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
crece,4774,v,v,4001_5000,to grow,crecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
darán,4776,v,v,4001_5000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamarlo,4777,v,v,4001_5000,to summon; to call,llamarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentarme,4784,v,v,4001_5000,to seat,sentarme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
joseph,4786,none,residual,4001_5000,joseph,joseph,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pagaré,4787,n,n,4001_5000,promissory note; IOU,pagaré,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ingleses,4788,n,n,4001_5000,English,inglés,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
queridos,4790,v,v,4001_5000,dear,queridos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
demasiadas,4793,adj,adj,4001_5000,too much; too many; excessive,demasiado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guantes,4797,n,n,4001_5000,glove,guantes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deberán,4798,v,v,4001_5000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuyas,4799,determiner,determiner,4001_5000,whose,cuyo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tuvieras,4801,v,v,4001_5000,to have,tuvieras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enterado,4804,v,v,4001_5000,know-it-all,enterar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
regular,4807,adj,adj,4001_5000,regular; steady; even,regular,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aumenta,4812,v,v,4001_5000,increase,aumentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayudaré,4813,v,v,4001_5000,to help,ayudar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
católica,4820,n,n,4001_5000,Catholic,católico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
stephen,4821,none,residual,4001_5000,stephen,stephen,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
steven,4828,none,residual,4001_5000,steven,steven,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentidos,4830,n,n,4001_5000,deeply felt; heartfelt,sentido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volvía,4836,v,v,4001_5000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentados,4841,adj,adj,4001_5000,seated,sentado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oculta,4842,v,v,4001_5000,occult,ocultar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sindicatos,4843,n,n,4001_5000,trade union,sindicato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
necesarios,4852,adj,adj,4001_5000,necessary; requisite,necesario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acostumbrado,4857,adj,adj,4001_5000,customary,acostumbrado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuartos,4861,n,n,4001_5000,quarter finals; quarterfinals,cuarto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
envié,4862,v,v,4001_5000,to send,enviar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mágico,4865,adj,adj,4001_5000,magic; magical,mágico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
satisfecho,4867,adj,adj,4001_5000,satisfied,satisfecho,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ponerlo,4870,v,v,4001_5000,to put; to put up; to place; to lay,ponerlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rojos,4871,adj,adj,4001_5000,red,rojo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sujetos,4872,n,n,4001_5000,held; grasped,sujeto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alcanzado,4876,v,v,4001_5000,in debt,alcanzar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bosques,4877,n,n,4001_5000,forest,bosque,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
editorial,4879,n,n,4001_5000,editorial,editorial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontrarse,4881,v,v,4001_5000,be,encontrarse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
músculos,4882,n,n,4001_5000,muscle tissue,músculo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontrarás,4889,v,v,4001_5000,to meet,encontrarás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
minas,4890,n,n,4001_5000,A town in Cuba,mina,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
liberal,4897,adj,adj,4001_5000,liberal,liberal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
recibiendo,4900,v,v,4001_5000,to receive; get,recibir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
recientes,4901,adj,adj,4001_5000,recent,reciente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tratas,4902,v,v,4001_5000,trafficking; trade; slave trade,tratar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
espectacular,4903,adj,adj,4001_5000,spectacular,espectacular,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ford,4908,none,residual,4001_5000,ford,ford,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
negativa,4910,n,n,4001_5000,refusal,negativa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
federales,4912,n,n,4001_5000,federal,federal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mia,4925,none,residual,4001_5000,meow,mia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
contratos,4929,n,n,4001_5000,contract; agreement,contrato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
técnicamente,4930,adv,adv,4001_5000,technically,técnicamente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gano,4931,v,v,4001_5000,to gain,ganar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
añade,4933,v,v,4001_5000,to augment,añadir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vendiendo,4936,v,v,4001_5000,to sell,vender,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entran,4937,v,v,4001_5000,to enter,entrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
chinos,4941,adj,adj,4001_5000,synonym of sí,chino,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
atractiva,4943,adj,adj,4001_5000,attractive; appealing,atractivo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caray,4945,interj,interj,4001_5000,crikey; wow; good heavens; golly; gosh; whoa; man; boy; blimey,caray,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
detención,4947,n,n,4001_5000,arrest,detención,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
robot,4951,,residual,4001_5000,robot,robot,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
debían,4958,v,v,4001_5000,to owe,deber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
simples,4959,adj,adj,4001_5000,simple,simple,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
celos,4965,n,n,4001_5000,jealousy,celos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volviste,4966,v,v,4001_5000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabrás,4968,v,v,4001_5000,to know; to understand,sabrás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funcionará,4971,v,v,4001_5000,to work; to function,funcionar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fechas,4974,n,n,4001_5000,date,fecha,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dirigida,4975,adj,adj,4001_5000,directed,dirigido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
faltaba,4976,v,v,4001_5000,to remain,faltar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
trajes,4980,n,n,4001_5000,suit,traje,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fresca,4981,adj,adj,4001_5000,fresh,fresco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alejado,4985,adj,adj,4001_5000,far; faraway; distant,alejado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
inmediata,4995,adj,adj,4001_5000,immediate,inmediato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
limón,4997,n,n,4001_5000,lemon,limón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mantenido,4999,v,v,4001_5000,sustained by alimony; kept,mantener,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
