lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
quise,1368,v,v,1001_2000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
modelo,1369,n,n,1001_2000,model,modelo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
responsable,1373,adj,adj,1001_2000,responsible; answerable,responsable,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
local,1376,adj,adj,1001_2000,local,local,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
española,1378,adj,adj,1001_2000,female equivalent of español; a female Spaniard,español,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empresas,1380,n,n,1001_2000,company,empresa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
joder,1384,v,v,1001_2000,to annoy; bug; bother; irritate,joder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
profesional,1385,adj,adj,1001_2000,professional,profesional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comandante,1387,n,n,1001_2000,commander,comandante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pública,1389,adj,adj,1001_2000,public,público,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alguno,1394,pron,pron,1001_2000,some; any,alguno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
humana,1396,adj,adj,1001_2000,female equivalent of humano,humano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lugares,1397,n,n,1001_2000,place,lugar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
recursos,1398,n,n,1001_2000,writ,recurso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estudios,1399,n,n,1001_2000,study,estudio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fiscal,1401,adj,adj,1001_2000,fiscal,fiscal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
necesitaba,1405,v,v,1001_2000,to need,necesitar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acciones,1409,n,n,1001_2000,action; act; deed,acción,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
familiar,1410,adj,adj,1001_2000,familial; family,familiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perra,1411,n,n,1001_2000,female equivalent of perro (“dog”): bitch; female dog,perra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
razones,1415,n,n,1001_2000,reason,razón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
parecen,1416,v,v,1001_2000,to seem; to see fit,parecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
casas,1417,n,n,1001_2000,surname,casa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuentas,1423,n,n,1001_2000,to count,cuenta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llaman,1435,v,v,1001_2000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verme,1440,v,v,1001_2000,worm,verme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decirlo,1443,v,v,1001_2000,to say; to tell,decirlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llena,1444,adj,adj,1001_2000,full,lleno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejé,1446,v,v,1001_2000,accent,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viernes,1448,n,n,1001_2000,Friday,viernes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jugando,1451,v,v,1001_2000,to play,jugar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
francisco,1453,,residual,1001_2000,given name,francisco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
luces,1455,n,n,1001_2000,light,luz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
grave,1456,adj,adj,1001_2000,serious; grave,grave,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entiende,1460,v,v,1001_2000,to understand; to fathom,entender,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mediante,1462,prep,prep,1001_2000,by means of; through; using,mediante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sociales,1463,adj,adj,1001_2000,female equivalent of socio,social,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volveré,1467,v,v,1001_2000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuales,1468,pron,pron,1001_2000,suchlike; like (which); such as,cual,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
darme,1469,v,v,1001_2000,to give; to give out,darme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mary,1472,none,residual,1001_2000,mary,mary,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sepa,1474,v,v,1001_2000,dunno; who knows,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
absoluto,1475,adj,adj,1001_2000,absolute,absoluto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasada,1479,adj,adj,1001_2000,transit; crossing,pasado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tuviera,1481,v,v,1001_2000,to have,tener,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verla,1483,v,v,1001_2000,to see; to spot,verla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escúchame,1486,v,v,1001_2000,listening,escúchame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
clases,1489,n,n,1001_2000,tuition,clase,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acceso,1492,n,n,1001_2000,access,acceso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
terminó,1494,v,v,1001_2000,to finish; to end; to terminate; to be over; to conclude,terminar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
puertas,1498,n,n,1001_2000,door,puerta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intenta,1507,v,v,1001_2000,attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
políticos,1508,adj,adj,1001_2000,political,político,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vea,1511,v,v,1001_2000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacerle,1512,v,v,1001_2000,to do,hacerle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estrellas,1515,n,n,1001_2000,star,estrella,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bill,1517,none,residual,1001_2000,bill,bill,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
harry,1518,none,residual,1001_2000,harry,harry,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
repente,1521,n,n,1001_2000,attack; upsurge,repente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acabado,1525,v,v,1001_2000,worn-out,acabar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señores,1529,n,n,1001_2000,great big,señor,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suya,1531,pron,pron,1001_2000,his; hers; its,suyo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abierto,1533,adj,adj,1001_2000,open; unlocked,abierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tercera,1542,adj,adj,1001_2000,a third,tercero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cielos,1544,n,n,1001_2000,heavens!,cielo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nena,1547,n,n,1001_2000,female equivalent of nene: baby girl,nena,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ojalá,1552,adv,adv,1001_2000,hopefully,ojalá,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vacaciones,1553,n,n,1001_2000,holiday,vacación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegue,1556,v,v,1001_2000,stab,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viejos,1563,n,n,1001_2000,old,viejo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hubiese,1564,v,v,1001_2000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambios,1566,n,n,1001_2000,change; shift,cambio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
material,1572,n,n,1001_2000,material,material,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hayas,1575,v,v,1001_2000,have,hayas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
existen,1577,v,v,1001_2000,to exist,existir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevas,1579,v,v,1001_2000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
propios,1586,adj,adj,1001_2000,tip,propio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
t,1587,n,n,1001_2000,letter,t,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
animal,1592,n,n,1001_2000,animal,animal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ambiente,1595,n,n,1001_2000,atmosphere,ambiente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tomando,1604,v,v,1001_2000,to take,tomar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aparece,1609,v,v,1001_2000,to appear; to turn up; to pop up; to come up,aparecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
inmediato,1610,adj,adj,1001_2000,immediate,inmediato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bob,1614,,residual,1001_2000,bob; bob haircut,bob,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fuimos,1615,v,v,1001_2000,to be,fuimos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
traído,1620,v,v,1001_2000,used; worn,traer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perdona,1624,v,v,1001_2000,to pardon; excuse; forgive,perdonar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alex,1634,none,residual,1001_2000,alex,alex,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedarse,1639,v,v,1001_2000,stay,quedarse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedarme,1640,v,v,1001_2000,to be (as a result of something); to end up,quedarme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
etc,1641,none,residual,1001_2000,etc,etc,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siguen,1646,v,v,1001_2000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perros,1647,n,n,1001_2000,doggy or doggish,perro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ia,1649,n,n,1001_2000,initialism of inteligencia artificial (AI (artificial intelligence)),ia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberlo,1653,v,v,1001_2000,have,haberlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
puedan,1655,v,v,1001_2000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
policías,1660,n,n,1001_2000,Civility; polity; public order; police; fineness; neatness; urbanity,policía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
n,1664,letter,letter,1001_2000,letter,n,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
ambas,1665,adj,adj,1001_2000,acronym of Área Metropolitana de Buenos Aires,ambos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
trabajadores,1666,n,n,1001_2000,hard-working,trabajador,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
despierta,1669,v,v,1001_2000,awake,despertar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fuentes,1674,n,n,1001_2000,surname,fuente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lunes,1681,n,n,1001_2000,Monday,lunes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentado,1684,adj,adj,1001_2000,seated,sentado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamaré,1687,v,v,1001_2000,to summon; to call,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abierta,1690,adj,adj,1001_2000,open; unlocked,abierto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuyo,1694,determiner,determiner,1001_2000,whose,cuyo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salga,1699,v,v,1001_2000,a kind of levy on salt in the Kingdom of Aragon,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
restaurante,1705,n,n,1001_2000,restaurant,restaurante,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comienza,1707,v,v,1001_2000,to begin; to commence,comenzar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
agentes,1718,n,n,1001_2000,agent,agente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
serás,1721,v,v,1001_2000,to be,serás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
usando,1723,v,v,1001_2000,to use,usar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
clara,1724,adj,adj,1001_2000,the white,claro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pantalones,1729,n,n,1001_2000,pants; trousers,pantalones,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejaré,1730,v,v,1001_2000,to leave,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
efectos,1734,n,n,1001_2000,effect,efecto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevado,1736,v,v,1001_2000,to take; to take out,llevar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
privado,1743,adj,adj,1001_2000,private; privy,privado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actividades,1746,n,n,1001_2000,activity,actividad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayudarme,1755,v,v,1001_2000,to help,ayudarme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
antiguo,1759,adj,adj,1001_2000,old; former; erstwhile; quondam; one-time; onetime,antiguo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
exterior,1763,adj,adj,1001_2000,external; outer,exterior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
elementos,1765,n,n,1001_2000,element,elemento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
medidas,1767,n,n,1001_2000,measurement,medida,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuántas,1769,determiner,determiner,1001_2000,how many,cuántas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quiénes,1773,pron,pron,1001_2000,whom? (what person,quién,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
embarazada,1775,adj,adj,1001_2000,pregnant,embarazado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cansado,1778,adj,adj,1001_2000,tired; weary; wearied,cansado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ésa,1779,pron,pron,1001_2000,acronym of Educación Secundaria Obligatoria,ésa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
partidos,1780,n,n,1001_2000,broken,partido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
damas,1781,n,n,1001_2000,checkers,damas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dura,1783,adj,adj,1001_2000,hard,duro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muere,1791,v,v,1001_2000,to die,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conseguido,1794,v,v,1001_2000,achieved,conseguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preocupado,1795,adj,adj,1001_2000,worried; concerned,preocupado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
p,1799,letter,letter,1001_2000,letter,p,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_letter
extraña,1804,adj,adj,1001_2000,female equivalent of extraño,extraño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
últimas,1807,adj,adj,1001_2000,final,último,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dispuesto,1813,adj,adj,1001_2000,willing; ready; game; down,dispuesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocía,1814,v,v,1001_2000,to know (a person or a place); to be familiar with; to be acquainted with,conocer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gay,1816,,residual,1001_2000,gay; homosexual,gay,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
robert,1822,none,residual,1001_2000,robert,robert,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hayan,1827,v,v,1001_2000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
malas,1828,adj,adj,1001_2000,female equivalent of malo,malas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
saliendo,1829,v,v,1001_2000,to go out; to leave; to depart; to head out,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
roma,1830,,residual,1001_2000,Rome,roma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
trampa,1835,n,n,1001_2000,trap; snare,trampa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
leyes,1838,n,n,1001_2000,law,ley,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oficiales,1841,adj,adj,1001_2000,official,oficial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegamos,1853,v,v,1001_2000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jane,1856,none,residual,1001_2000,jane,jane,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llamadas,1859,adj,adj,1001_2000,call,llamado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gustaba,1863,v,v,1001_2000,to taste; to try,gustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ángel,1871,,residual,1001_2000,angel,ángel,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
internet,1872,,residual,1001_2000,internet,internet,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pequeñas,1874,adj,adj,1001_2000,small,pequeño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mayo,1876,n,n,1001_2000,May,mayo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volar,1884,v,v,1001_2000,to fly; to fly away,volar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
caballos,1888,n,n,1001_2000,upright; honest,caballo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
felices,1890,adj,adj,1001_2000,happy; merry,feliz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasará,1897,v,v,1001_2000,to pass; to hand; to slip,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oiga,1903,v,v,1001_2000,hey; listen; excuse me,oír,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejas,1907,v,v,1001_2000,rest,dejar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuerpos,1908,n,n,1001_2000,body,cuerpo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
solos,1909,adj,adj,1001_2000,sun,solo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
original,1913,adj,adj,1001_2000,original,original,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
roja,1915,adj,adj,1001_2000,female equivalent of rojo (“Red,rojo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alcohol,1920,n,n,1001_2000,alcohol,alcohol,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ayúdame,1923,v,v,1001_2000,help; aid,ayúdame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
claramente,1924,adv,adv,1001_2000,clearly,claramente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
nación,1927,n,n,1001_2000,nation,nación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intereses,1933,n,n,1001_2000,interest,interés,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
convertido,1939,v,v,1001_2000,converted,convertir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llame,1941,v,v,1001_2000,initialism of w:La Libertad Avanza,llamar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aparte,1944,v,v,1001_2000,separate; apart,aparte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
españoles,1945,adj,adj,1001_2000,Spanish,español,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
papeles,1946,n,n,1001_2000,hit,papel,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
huellas,1947,n,n,1001_2000,footprint,huella,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mismas,1948,adj,adj,1001_2000,same,mismo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
plata,1951,n,n,1001_2000,argent,plata,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacerse,1952,v,v,1001_2000,to do,hacerse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encantado,1959,adj,adj,1001_2000,enchanted; charmed,encantado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presenta,1967,v,v,1001_2000,to present; to submit,presentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verá,1968,v,v,1001_2000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
militares,1972,adj,adj,1001_2000,military,militar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viviendo,1973,v,v,1001_2000,to live,vivir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
temas,1974,n,n,1001_2000,theme,tema,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ibas,1979,v,v,1001_2000,to go,ibas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mark,1980,none,residual,1001_2000,mark,mark,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cálmate,1982,v,v,1001_2000,calm; stillness; peacefulness,cálmate,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasos,1984,n,n,1001_2000,surname,paso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
primeras,1985,adj,adj,1001_2000,first gear,primero,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sube,1991,v,v,1001_2000,to go up or come up,subir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
técnica,1993,adj,adj,1001_2000,technique,técnico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vengan,1994,v,v,1001_2000,to come,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
fuertes,2000,adj,adj,1001_2000,strong,fuerte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
antigua,2002,adj,adj,2001_3000,Antigua,antiguo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
corriente,2005,n,n,2001_3000,flowing; running,corriente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
propias,2006,adj,adj,2001_3000,own,propio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pide,2008,v,v,2001_3000,to ask for something,pedir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habido,2011,v,v,2001_3000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dé,2017,v,v,2001_3000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pareció,2018,v,v,2001_3000,to seem; to see fit,parecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
políticas,2024,n,n,2001_3000,politics,política,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
profundo,2026,v,v,2001_3000,deep,profundo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cerrado,2028,adj,adj,2001_3000,shut; closed,cerrado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
herida,2037,n,n,2001_3000,wound,herida,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sois,2043,v,v,2001_3000,to be,sois,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sistemas,2045,n,n,2001_3000,system,sistema,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambia,2046,v,v,2001_3000,change; shift,cambiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
show,2049,,residual,2001_3000,show; spectacle,show,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
octubre,2057,n,n,2001_3000,October,octubre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
números,2060,n,n,2001_3000,Numbers,número,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
programas,2065,n,n,2001_3000,programme; program,programa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
negros,2068,adj,adj,2001_3000,Negros,negro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diciembre,2070,n,n,2001_3000,December,diciembre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enferma,2075,adj,adj,2001_3000,sick; ill,enfermo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
junio,2076,n,n,2001_3000,June,junio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pobres,2078,adj,adj,2001_3000,poor,pobre,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
legal,2079,adj,adj,2001_3000,legal,legal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
siga,2080,v,v,2001_3000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
física,2082,adj,adj,2001_3000,physics,físico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
papi,2085,n,n,2001_3000,daddy,papi,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
